   DATE        X           sigmaX     Y         sigmaY
54158.0000      0.340      0.065     -0.250      0.060 
54159.0000      0.315      0.067     -0.230      0.062 
54160.0000      0.278      0.072     -0.189      0.068 
54161.0000      0.245      0.076     -0.149      0.071 
54162.0000      0.254      0.076     -0.173      0.071 
54163.0000      0.282      0.073     -0.222      0.068 
54164.0000      0.302      0.070     -0.253      0.064 
54165.0000      0.297      0.069     -0.241      0.063 
54166.0000      0.247      0.074     -0.151      0.067 
54167.0000      0.199      0.076     -0.082      0.068 
54168.0000      0.168      0.076     -0.061      0.068 
54169.0000      0.150      0.073     -0.071      0.066 
54170.0000      0.148      0.069     -0.101      0.063 
54171.0000      0.159      0.068     -0.138      0.062 
54172.0000      0.184      0.067     -0.172      0.062 
54173.0000      0.244      0.068     -0.157      0.062 
54174.0000      0.307      0.068     -0.134      0.062 
54175.0000      0.355      0.068     -0.124      0.062 
54176.0000      0.341      0.068     -0.169      0.062 
54177.0000      0.289      0.067     -0.242      0.062 
54178.0000      0.228      0.066     -0.310      0.062 
54179.0000      0.172      0.066     -0.355      0.062 
54180.0000      0.165      0.067     -0.307      0.062 
54181.0000      0.180      0.070     -0.222      0.064 
54182.0000      0.205      0.072     -0.137      0.065 
54183.0000      0.226      0.072     -0.118      0.065 
54184.0000      0.245      0.069     -0.139      0.063 
54185.0000      0.264      0.066     -0.167      0.060 
54186.0000      0.280      0.066     -0.186      0.060 
54187.0000      0.302      0.065     -0.175      0.059 
54188.0000      0.215      0.066     -0.209      0.060 
54189.0000      0.281      0.069     -0.315      0.062 
54190.0000      0.371      0.070     -0.373      0.063 
54191.0000      0.370      0.069     -0.345      0.062 
54192.0000      0.327      0.067     -0.282      0.061 
54193.0000      0.268      0.066     -0.223      0.060 
54194.0000      0.234      0.068     -0.239      0.061 
54195.0000      0.208      0.071     -0.281      0.062 
54196.0000      0.202      0.071     -0.322      0.062 
54197.0000      0.214      0.071     -0.356      0.062 
54198.0000      0.231      0.069     -0.380      0.062 
54199.0000      0.246      0.067     -0.388      0.061 
54200.0000      0.255      0.067     -0.375      0.061 
54201.0000      0.248      0.066     -0.337      0.061 
54202.0000      0.207      0.068     -0.245      0.062 
54203.0000      0.158      0.072     -0.150      0.064 
54204.0000      0.123      0.072     -0.117      0.065 
54205.0000      0.104      0.071     -0.137      0.064 
54206.0000      0.096      0.067     -0.183      0.061 
54207.0000      0.098      0.065     -0.239      0.060 
54208.0000      0.110      0.065     -0.291      0.060 
54209.0000      0.132      0.066     -0.308      0.060 
54210.0000      0.158      0.067     -0.311      0.061 
54211.0000      0.180      0.067     -0.285      0.061 
54212.0000      0.196      0.068     -0.247      0.062 
54213.0000      0.206      0.069     -0.219      0.063 
54214.0000      0.208      0.070     -0.220      0.064 
54215.0000      0.163      0.070     -0.317      0.063 
54216.0000      0.161      0.071     -0.406      0.063 
54217.0000      0.274      0.074     -0.415      0.064 
54218.0000      0.362      0.075     -0.362      0.065 
54219.0000      0.368      0.075     -0.274      0.065 
54220.0000      0.330      0.077     -0.182      0.067 
54221.0000      0.275      0.079     -0.117      0.068 
54222.0000      0.227      0.080     -0.108      0.069 
54223.0000      0.212      0.080     -0.187      0.069 
54224.0000      0.263      0.077     -0.400      0.069 
54225.0000      0.303      0.075     -0.531      0.069 
54226.0000      0.316      0.073     -0.540      0.067 
54227.0000      0.311      0.068     -0.478      0.063 
54228.0000      0.293      0.067     -0.384      0.062 
54229.0000      0.275      0.067     -0.353      0.062 
54230.0000      0.253      0.070     -0.343      0.064 
54231.0000      0.228      0.072     -0.335      0.065 
54232.0000      0.179      0.072     -0.293      0.065 
54233.0000      0.127      0.069     -0.249      0.063 
54234.0000      0.095      0.066     -0.238      0.061 
54235.0000      0.097      0.065     -0.282      0.060 
54236.0000      0.161      0.066     -0.416      0.062 
54237.0000      0.100      0.071     -0.483      0.069 
54238.0000     -0.069      0.081     -0.469      0.082 
54239.0000     -0.129      0.082     -0.447      0.083 
54240.0000     -0.085      0.077     -0.424      0.076 
54241.0000     -0.001      0.069     -0.389      0.065 
54242.0000      0.097      0.066     -0.346      0.061 
54243.0000      0.149      0.068     -0.289      0.062 
54244.0000      0.181      0.075     -0.229      0.066 
54245.0000      0.203      0.080     -0.178      0.068 
54246.0000      0.192      0.080     -0.169      0.068 
54247.0000      0.162      0.077     -0.191      0.067 
54248.0000      0.131      0.070     -0.226      0.063 
54249.0000      0.108      0.066     -0.266      0.061 
54250.0000      0.103      0.065     -0.305      0.060 
54251.0000      0.147      0.067     -0.327      0.062 
54252.0000      0.198      0.069     -0.344      0.066 
54253.0000      0.208      0.070     -0.356      0.066 
54254.0000      0.185      0.068     -0.365      0.064 
54255.0000      0.150      0.065     -0.371      0.061 
54256.0000      0.115      0.064     -0.373      0.060 
54257.0000      0.118      0.067     -0.371      0.061 
54258.0000      0.133      0.075     -0.367      0.066 
54259.0000      0.144      0.081     -0.365      0.069 
54260.0000      0.124      0.081     -0.378      0.069 
54261.0000      0.084      0.075     -0.397      0.066 
54262.0000      0.042      0.068     -0.410      0.062 
54263.0000      0.004      0.065     -0.409      0.061 
54264.0000     -0.010      0.067     -0.361      0.062 
54265.0000     -0.009      0.071     -0.299      0.067 
54266.0000      0.002      0.074     -0.243      0.070 
54267.0000      0.030      0.074     -0.244      0.070 
54268.0000      0.067      0.071     -0.279      0.066 
54269.0000      0.102      0.066     -0.322      0.062 
54270.0000      0.129      0.065     -0.358      0.060 
54271.0000      0.125      0.067     -0.344      0.061 
54272.0000      0.106      0.072     -0.310      0.064 
54273.0000      0.082      0.076     -0.276      0.067 
54274.0000      0.027      0.076     -0.261      0.067 
54275.0000     -0.027      0.072     -0.264      0.064 
54276.0000     -0.040      0.068     -0.282      0.062 
54277.0000      0.014      0.067     -0.316      0.061 
54278.0000      0.198      0.069     -0.372      0.062 
54279.0000      0.039      0.078     -0.385      0.066 
54280.0000      0.056      0.103     -0.504      0.076 
54281.0000      0.141      0.111     -0.596      0.079 
54282.0000      0.122      0.101     -0.582      0.075 
54283.0000      0.063      0.083     -0.518      0.068 
54284.0000     -0.005      0.075     -0.441      0.064 
54285.0000      0.008      0.086     -0.459      0.071 
54286.0000      0.046      0.125     -0.504      0.092 
54287.0000      0.082      0.152     -0.540      0.106 
54288.0000      0.063      0.148     -0.445      0.104 
54289.0000      0.015      0.116     -0.304      0.087 
54290.0000     -0.026      0.078     -0.221      0.067 
54291.0000     -0.043      0.067     -0.259      0.061 
54292.0000     -0.012      0.067     -0.513      0.061 
54293.0000      0.010      0.071     -0.581      0.065 
54294.0000      0.010      0.078     -0.449      0.074 
54295.0000     -0.006      0.082     -0.396      0.077 
54296.0000     -0.032      0.091     -0.424      0.088 
54297.0000     -0.056      0.106     -0.465      0.105 
54298.0000     -0.070      0.111     -0.496      0.111 
54299.0000     -0.039      0.190     -0.436      0.194 
54300.0000      0.008      0.440     -0.348      0.455 
54301.0000      0.054      0.610     -0.272      0.634 
54302.0000      0.059      0.595     -0.292      0.618 
54303.0000      0.040      0.422     -0.370      0.436 
54304.0000      0.019      0.171     -0.456      0.172 
54305.0000      0.007      0.084     -0.527      0.081 
54306.0000      0.044      0.078     -0.502      0.074 
54307.0000      0.096      0.076     -0.440      0.073 
54308.0000      0.139      0.075     -0.373      0.072 
54309.0000      0.108      0.074     -0.358      0.071 
54310.0000      0.042      0.072     -0.372      0.068 
54311.0000     -0.018      0.068     -0.390      0.064 
54312.0000     -0.047      0.067     -0.400      0.063 
54313.0000     -0.007      0.069     -0.396      0.064 
54314.0000     -0.064      0.069     -0.302      0.064 
54315.0000     -0.128      0.070     -0.343      0.065 
54316.0000     -0.154      0.071     -0.411      0.066 
54317.0000     -0.153      0.072     -0.414      0.067 
54318.0000     -0.130      0.073     -0.391      0.068 
54319.0000     -0.091      0.074     -0.360      0.068 
54320.0000     -0.035      0.103     -0.381      0.094 
54321.0000      0.023      0.198     -0.416      0.176 
54322.0000      0.072      0.262     -0.442      0.231 
54323.0000      0.080      0.258     -0.427      0.228 
54324.0000      0.057      0.199     -0.383      0.177 
54325.0000      0.018      0.112     -0.332      0.102 
54326.0000     -0.029      0.082     -0.282      0.076 
54327.0000     -0.079      0.080     -0.255      0.074 
54328.0000     -0.125      0.077     -0.242      0.073 
54329.0000     -0.162      0.076     -0.235      0.073 
54330.0000     -0.155      0.075     -0.231      0.072 
54331.0000     -0.124      0.071     -0.231      0.067 
54332.0000     -0.088      0.066     -0.238      0.061 
54333.0000     -0.060      0.064     -0.252      0.059 
54334.0000     -0.078      0.065     -0.283      0.060 
54335.0000     -0.113      0.068     -0.319      0.064 
54336.0000     -0.147      0.070     -0.353      0.066 
54337.0000     -0.142      0.070     -0.373      0.066 
54338.0000     -0.116      0.068     -0.380      0.064 
54339.0000     -0.089      0.065     -0.379      0.061 
54340.0000     -0.074      0.064     -0.367      0.060 
54341.0000     -0.111      0.066     -0.341      0.061 
54342.0000     -0.167      0.069     -0.307      0.066 
54343.0000     -0.221      0.072     -0.273      0.070 
